signature,size,buggy_gen,state+fault,interval,commits,churn
org/gjt/sp/jedit/options/AbbrevsOptionPane.java^102^116+org/gjt/sp/jedit/options/BrowserColorsOptionPane.java^66^80,15,False,I_N^I_N^I_N^I_N^I_N^I_N^I_Y,Y_N^D_N^Y_N^D_N^Y_N^D_N^YY_Y,a8f94d9^5f34288^1517182^e278b78^f0b9fa6^6b4f8c9^06615a3^72b3465,7^4^10^11^2^2^4
org/gjt/sp/jedit/gui/DockableWindowManager.java^439^457+org/gjt/sp/jedit/gui/DockableWindowManagerImpl.java^677^697,21,False,I_N^I_N,Y_N^YY_N,d70d3f2^cf20663^576de28,60^7
org/gjt/sp/jedit/textarea/CircleFoldPainter.java^55^75+org/gjt/sp/jedit/textarea/SquareFoldPainter.java^47^67,21,False,I_N,W_N,f2dad6d^4b55fd4,44
org/gjt/sp/jedit/gui/CloseDialog.java^43^58+org/gjt/sp/jedit/gui/FilesChangedDialog.java^49^64,16,False,I_Y^I_N,Y_Y^D_N,f3a607e^d3e88ed^d0156f9,3^6
de/masters_of_disaster/ant/tasks/deb/Deb.java^204^228+de/masters_of_disaster/ant/tasks/deb/Deb.java^230^254,25,False,C_N,YY_N,845c90c^74190d6,18
org/gjt/sp/jedit/gui/InputHandler.java^283^305+org/gjt/sp/jedit/input/TextAreaInputHandler.java^177^199,23,False,I_N,M_N,8f4602e^f7069db,46
org/gjt/sp/jedit/options/BrowserColorsOptionPane.java^71^96+org/gjt/sp/jedit/options/ToolBarOptionPane.java^117^143,27,False,C_Y,YY_Y,865ab9f^72b3465,8
org/gjt/sp/jedit/gui/SelectLineRange.java^57^67+org/gjt/sp/jedit/gui/StyleEditor.java^160^170,11,False,I_N,W_N,f7d72c3^e02fbe6,15
org/gjt/sp/jedit/gui/BufferOptions.java^314^331+org/gjt/sp/jedit/gui/SelectLineRange.java^53^70,18,False,I_N^I_N,Y_N^D_N,405da7c^e30e40e^57cd626,18^16
org/gjt/sp/jedit/gui/PanelWindowContainer.java^723^773+org/gjt/sp/jedit/gui/PanelWindowContainer.java^780^833,54,False,I_N^I_Y,Y_N^YY_Y,1ac6eec^ae9f442^8dd08a3,70^8
org/gjt/sp/jedit/gui/BufferOptions.java^70^91+org/gjt/sp/jedit/options/LoadSaveOptionPane.java^75^95,22,False,I_N,D_N,58f1dd4^726e6b5,5
org/gjt/sp/jedit/gui/BufferOptions.java^60^87+org/gjt/sp/jedit/gui/FontSelectorDialog.java^233^256,28,False,C_N,Y_N,e02fbe6^ccca009,2
net/sourceforge/jarbundler/JarBundler.java^1320^1338+net/sourceforge/jarbundler/JarBundler.java^1373^1391,19,False,C_N,W_N,d1438b8^db7eb7d,12
bsh/ParseException.java^222^265+bsh/TokenMgrError.java^40^83,44,False,I_Y,D_Y,ea5bc7d^b252783,81
org/gjt/sp/jedit/ActionSet.java^467^492+org/gjt/sp/jedit/help/HelpTOCPanel.java^208^233,26,True,I_Y^I_N,Y_Y^D_N,5814571^0359cdc^7430485,44^13
org/gjt/sp/jedit/BufferHistory.java^96^123+org/gjt/sp/jedit/Registers.java^552^580,29,True,I_Y^I_N,M_Y^D_N,c4f586d^0359cdc^7430485,46^6
org/gjt/sp/jedit/gui/DockableWindowManager.java^928^941+org/gjt/sp/jedit/gui/DockableWindowManager.java^970^984,15,True,I_N^I_N^I_N^I_N^I_N^I_Y,M_N^D_N^Y_N^D_N^YY_N^YY_Y,e278b78^101c2b8^851a90f^c46a429^f44225c^d35b73b^8dd08a3,3^3^6^5^6^12
org/gjt/sp/jedit/gui/ExtendedGridLayout.java^815^837+org/gjt/sp/jedit/gui/ExtendedGridLayout.java^908^930,23,False,I_N,YY_N,d70d3f2^a4f21db,4
org/gjt/sp/jedit/gui/EnhancedCheckBoxMenuItem.java^75^94+org/gjt/sp/jedit/gui/MarkersMenu.java^143^162,20,False,I_N^I_N^I_N^I_N^I_N,Y_N^D_N^W_N^D_N^M_N,101c2b8^928842f^6bb5bdc^274c929^73dfdd3^b094287,5^5^6^6^1
org/gjt/sp/jedit/Registers.java^552^580+org/gjt/sp/jedit/buffer/KillRing.java^97^124,29,True,I_Y^I_N,M_Y^D_N,c4f586d^0359cdc^7430485,48^4
org/gjt/sp/jedit/View.java^444^472+org/gjt/sp/jedit/textarea/JEditTextArea.java^4657^4683,29,True,I_N^I_N^I_N^I_Y^I_N^I_N^I_N^I_N^I_N^I_N^I_N^I_N^I_Y^I_N^I_N^I_N^I_N^I_N^I_N^I_N^I_N^I_N^I_N^I_N^I_Y^I_N^I_N^I_N^I_N^I_N^I_N^I_Y,W_N^D_N^Y_N^D_Y^W_N^D_N^W_N^D_N^D_N^D_N^D_N^D_N^M_Y^D_N^M_N^D_N^Y_N^D_N^Y_N^Y_N^D_N^M_N^D_N^Y_N^W_Y^D_N^Y_N^D_N^D_N^D_N^YY_N^M_Y,a0a3aaa^f5730d9^0d4ae21^9eff7e9^2c18375^8b17e86^202e881^e3296cc^03e4da5^0664188^12b3faa^6e914e3^508fda9^02be609^7978ad0^04718e7^e2f9ef0^6a65ec6^cf51487^67bcf92^8eba12c^6c9ea68^58a0776^da98218^8d540bd^cbe5703^845f4d4^837c52f^a3491d8^25ac739^6e101b9^cc51e89^8f4602e,8^8^14^23^33^33^2^2^31^31^48^54^2^2^2^2^11^11^1^4^4^5^5^4^4^4^18^18^2^2^11^48
org/gjt/sp/jedit/PerspectiveManager.java^467^491+org/gjt/sp/jedit/PerspectiveManager.java^547^569,25,False,I_N,W_N,4cb467a^89a25c9,48
org/gjt/sp/jedit/gui/ContextAddDialog.java^138^146+org/gjt/sp/jedit/gui/EditAbbrevDialog.java^100^108,9,False,I_N,W_N,f7d72c3^e02fbe6,12
org/gjt/sp/jedit/gui/HelpViewer.java^387^409+org/gjt/sp/jedit/help/HelpTOCPanel.java^154^177,24,False,I_N,D_N,4cfebe4^668cfef,9
org/gjt/sp/jedit/gui/StatusBar.java^671^727+org/gjt/sp/jedit/gui/statusbar/MemoryStatusWidgetFactory.java^166^222,57,True,I_Y,D_Y,78d5509^5ee0d4d,57
org/gjt/sp/jedit/textarea/JEditTextArea.java^4225^4260+org/gjt/sp/jedit/textarea/JEditTextArea.java^4267^4302,36,True,I_Y,W_Y,3f5b83a^8f4602e,72
org/gjt/sp/jedit/options/BufferOptionPane.java^82^96+org/gjt/sp/jedit/options/EncodingsOptionPane.java^88^101,15,False,I_N,D_N,a80c6a1^2c238c7,3
org/gjt/sp/jedit/Buffer.java^2243^2268+org/gjt/sp/jedit/Buffer.java^2284^2309,26,False,I_N,Y_N,8afbfb4^ca70965,52
org/gjt/sp/jedit/syntax/XModeHandler.java^174^201+org/gjt/sp/jedit/syntax/XModeHandler.java^297^326,30,False,C_N,Y_N,7e051a5^7e52a31,4
org/gjt/sp/jedit/gui/AddModeDialog.java^83^96+org/gjt/sp/jedit/gui/SelectLineRange.java^57^67,14,False,C_N^I_N,D_N^W_N,f7d72c3^96bf692^e02fbe6,2^14
org/gjt/sp/jedit/gui/HistoryTextField.java^340^370+org/gjt/sp/jedit/gui/HistoryTextField.java^373^403,31,False,I_N,Y_N,6516bd1^7e940d0,62
org/gjt/sp/jedit/browser/VFSBrowser.java^1846^1866+org/gjt/sp/jedit/menu/FavoritesProvider.java^64^84,21,False,I_N,W_N,16be116^428e84f,12
org/gjt/sp/jedit/Registers.java^277^326+org/gjt/sp/jedit/Registers.java^373^440,68,False,I_N^I_N,Y_N^D_N,31f05b6^6bc4425^e89c76d,2^5
org/gjt/sp/jedit/pluginmgr/InstallPanel.java^98^130+org/gjt/sp/jedit/pluginmgr/ManagePanel.java^106^139,34,False,I_N,Y_N,ac8eaba^ccca009,4
org/gjt/sp/jedit/options/BufferOptionPane.java^86^102+org/gjt/sp/jedit/options/GeneralOptionPane.java^72^87,17,False,I_N^I_N^I_N^I_N,M_N^Y_N^Y_N^YY_N,55bc2df^4e4a8d3^6e33ff7^bea3f37^345a8bd,6^2^2^10
org/gjt/sp/jedit/syntax/ParserRule.java^306^325+org/gjt/sp/jedit/syntax/ParserRule.java^346^365,20,False,I_N,Y_N,f977b18^84242b2,2
org/gjt/sp/jedit/gui/DockableWindowFactory.java^90^111+org/gjt/sp/jedit/jEdit.java^3841^3862,22,False,I_Y^I_N^I_N^I_Y^I_N,Y_Y^D_N^Y_N^Y_Y^YY_N,0e5baa3^0359cdc^7430485^145401d^e92c268^e40d5b1,27^3^28^1^11
org/gjt/sp/jedit/PerspectiveManager.java^102^128+org/gjt/sp/jedit/buffer/KillRing.java^97^124,28,True,I_N^I_Y^I_N,D_N^YY_Y^D_N,5deaa3f^0e81254^0359cdc^7430485,3^39^18
org/gjt/sp/jedit/gui/BufferOptions.java^334^352+org/gjt/sp/jedit/gui/StatusBar.java^367^384,19,False,I_N,M_N,9f9d930^f5d0714,37
org/gjt/sp/jedit/browser/BrowserView.java^689^710+org/gjt/sp/jedit/browser/VFSDirectoryEntryTable.java^397^418,22,False,I_N,Y_N,dc3172c^727ee5f,3
org/gjt/sp/jedit/options/GeneralOptionPane.java^44^71+org/gjt/sp/jedit/options/LoadSaveOptionPane.java^69^96,28,False,I_N,D_N,8451b8c^200e7b0,26
